Date,Open,High,Low,Close,Adj Close,Volume
2020-05-07,777.2100219726562,796.4000244140625,772.3499755859375,780.0399780273438,780.0399780273438,11527700
2020-05-08,793.77001953125,824.0,787.010009765625,819.4199829101562,819.4199829101562,16130100
2020-05-11,790.510009765625,824.0,785.0,811.2899780273438,811.2899780273438,16471100
2020-05-12,827.0,843.2899780273438,808.0,809.4099731445312,809.4099731445312,15906900
2020-05-13,820.8300170898438,826.0,763.2999877929688,790.9600219726562,790.9600219726562,19065500
2020-05-14,780.0,803.3599853515625,764.0,803.3300170898438,803.3300170898438,13682200
2020-05-15,790.3499755859375,805.0499877929688,786.5499877929688,799.1699829101562,799.1699829101562,10518400
2020-05-18,827.780029296875,834.719970703125,803.8800048828125,813.6300048828125,813.6300048828125,11698100
2020-05-19,815.1699829101562,822.0700073242188,806.0800170898438,808.010009765625,808.010009765625,9636500
2020-05-20,820.5,826.0,811.7999877929688,815.5599975585938,815.5599975585938,7309300
2020-05-21,816.0,832.5,796.0,827.5999755859375,827.5999755859375,12254600
2020-05-22,822.1699829101562,831.780029296875,812.0,816.8800048828125,816.8800048828125,9987500
